Audit_Hash_ID,Enterprise_Client,Infrastructure_Layer,Threat_Classification,Traffic_Volume_GB,Neural_Threat_Index,Breach_Compliance_Flag
SEC_MD5_003143,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,10.005,34.9,0
SEC_MD5_003144,Amazon Web Services,Edge Computing Node,Vector Injection,21.195,79.58,1
SEC_MD5_003145,Amazon Web Services,Distributed Core Database,Token Hijacking,5.579,50.09,0
SEC_MD5_003146,Meta Platforms,Distributed Core Database,Vector Injection,16.283,68.39,0
SEC_MD5_003147,Alphabet Inc.,API Gateway Endpoint,Zero-Day Vulnerability,13.469,50.06,0
SEC_MD5_003148,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,10.118,50.02,0
SEC_MD5_003149,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,11.431,48.71,0
SEC_MD5_003150,Amazon Web Services,Distributed Core Database,Vector Injection,21.176,78.68,1
SEC_MD5_003151,Apple Inc.,Edge Computing Node,Token Hijacking,44.778,100.0,1
SEC_MD5_003152,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,3.37,44.76,0
SEC_MD5_003153,Microsoft Corp.,Distributed Core Database,Vector Injection,11.021,52.82,0
SEC_MD5_003154,Amazon Web Services,Distributed Core Database,Vector Injection,17.584,70.1,0
SEC_MD5_003155,Meta Platforms,IAM Authentication Layer,Vector Injection,37.656,92.36,1
SEC_MD5_003156,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,27.477,88.79,1
SEC_MD5_003157,Apple Inc.,IAM Authentication Layer,Vector Injection,12.387,49.44,0
SEC_MD5_003158,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,19.508,83.03,1
SEC_MD5_003159,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,3.842,36.23,0
SEC_MD5_003160,Apple Inc.,IAM Authentication Layer,Vector Injection,6.981,38.52,0
SEC_MD5_003161,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,4.692,22.79,0
SEC_MD5_003162,Amazon Web Services,API Gateway Endpoint,Token Hijacking,20.84,36.59,0
SEC_MD5_003163,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,11.229,59.78,0
SEC_MD5_003164,Apple Inc.,Edge Computing Node,Zero-Day Vulnerability,8.991,53.15,0
SEC_MD5_003165,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,21.937,100.0,1
SEC_MD5_003166,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,10.375,55.53,0
SEC_MD5_003167,Apple Inc.,Distributed Core Database,Exfiltration Attempt,7.453,41.34,0
SEC_MD5_003168,Apple Inc.,Edge Computing Node,Vector Injection,8.654,50.36,0
SEC_MD5_003169,Amazon Web Services,Edge Computing Node,Vector Injection,10.803,55.21,0
SEC_MD5_003170,Meta Platforms,Edge Computing Node,Exfiltration Attempt,24.58,85.73,1
SEC_MD5_003171,Apple Inc.,IAM Authentication Layer,Exfiltration Attempt,11.77,43.51,0
SEC_MD5_003172,Meta Platforms,Distributed Core Database,Exfiltration Attempt,6.319,15.59,0
SEC_MD5_003173,Alphabet Inc.,API Gateway Endpoint,Vector Injection,9.521,64.47,0
SEC_MD5_003174,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,7.14,35.0,0
SEC_MD5_003175,Apple Inc.,Distributed Core Database,Token Hijacking,26.1,71.31,0
SEC_MD5_003176,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,14.44,70.85,0
SEC_MD5_003177,Microsoft Corp.,Distributed Core Database,Token Hijacking,21.892,45.97,0
SEC_MD5_003178,Microsoft Corp.,IAM Authentication Layer,Vector Injection,6.371,23.41,0
SEC_MD5_003179,Meta Platforms,IAM Authentication Layer,Exfiltration Attempt,41.006,100.0,1
SEC_MD5_003180,Amazon Web Services,Distributed Core Database,Vector Injection,6.296,51.57,0
SEC_MD5_003181,Apple Inc.,Distributed Core Database,Token Hijacking,19.471,56.93,0
SEC_MD5_003182,Meta Platforms,Edge Computing Node,Vector Injection,14.745,56.22,0
SEC_MD5_003183,Amazon Web Services,Distributed Core Database,Token Hijacking,14.438,58.32,0
SEC_MD5_003184,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,5.093,47.64,0
SEC_MD5_003185,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,7.587,33.37,0
SEC_MD5_003186,Microsoft Corp.,Distributed Core Database,Vector Injection,7.18,36.45,0
SEC_MD5_003187,Amazon Web Services,Edge Computing Node,Zero-Day Vulnerability,20.557,70.14,0
SEC_MD5_003188,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,9.728,63.54,0
SEC_MD5_003189,Amazon Web Services,API Gateway Endpoint,Token Hijacking,23.444,68.97,0
SEC_MD5_003190,Apple Inc.,IAM Authentication Layer,Vector Injection,6.449,40.81,0
SEC_MD5_003191,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,5.841,42.31,0
SEC_MD5_003192,Meta Platforms,IAM Authentication Layer,Vector Injection,5.909,50.08,0
SEC_MD5_003193,Apple Inc.,Distributed Core Database,Exfiltration Attempt,15.321,48.78,0
SEC_MD5_003194,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,23.993,79.65,1
SEC_MD5_003195,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,7.095,30.04,0
SEC_MD5_003196,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,19.805,65.02,0
SEC_MD5_003197,Meta Platforms,Edge Computing Node,Zero-Day Vulnerability,8.482,43.57,0
SEC_MD5_003198,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,7.956,44.79,0
SEC_MD5_003199,Meta Platforms,API Gateway Endpoint,Zero-Day Vulnerability,12.723,59.92,0
SEC_MD5_003200,Amazon Web Services,API Gateway Endpoint,Token Hijacking,31.287,96.78,1
SEC_MD5_003201,Meta Platforms,API Gateway Endpoint,Exfiltration Attempt,7.338,40.89,0
SEC_MD5_003202,Microsoft Corp.,Edge Computing Node,Token Hijacking,23.296,92.91,1
SEC_MD5_003203,Amazon Web Services,IAM Authentication Layer,Vector Injection,19.631,79.99,1
SEC_MD5_003204,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,4.795,35.01,0
SEC_MD5_003205,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,8.481,60.68,0
SEC_MD5_003206,Amazon Web Services,Edge Computing Node,Vector Injection,6.038,38.1,0
SEC_MD5_003207,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,13.232,47.17,0
SEC_MD5_003208,Meta Platforms,Distributed Core Database,Vector Injection,6.842,72.36,0
SEC_MD5_003209,Apple Inc.,Edge Computing Node,Exfiltration Attempt,10.53,57.94,0
SEC_MD5_003210,Apple Inc.,API Gateway Endpoint,Vector Injection,20.635,62.08,0
SEC_MD5_003211,Apple Inc.,Edge Computing Node,Vector Injection,20.698,62.51,0
SEC_MD5_003212,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,6.095,42.28,0
SEC_MD5_003213,Microsoft Corp.,IAM Authentication Layer,Vector Injection,19.263,46.69,0
SEC_MD5_003214,Microsoft Corp.,Distributed Core Database,Vector Injection,35.482,95.82,1
SEC_MD5_003215,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,13.227,54.3,0
SEC_MD5_003216,Meta Platforms,API Gateway Endpoint,Zero-Day Vulnerability,10.501,43.64,0
SEC_MD5_003217,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,3.052,34.63,0
SEC_MD5_003218,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,21.345,80.87,1
SEC_MD5_003219,Apple Inc.,Edge Computing Node,Exfiltration Attempt,20.108,66.38,0
SEC_MD5_003220,Microsoft Corp.,Distributed Core Database,Vector Injection,5.525,27.9,0
SEC_MD5_003221,Meta Platforms,Distributed Core Database,Zero-Day Vulnerability,13.342,53.49,0
SEC_MD5_003222,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,12.953,36.81,0
SEC_MD5_003223,Amazon Web Services,Edge Computing Node,Token Hijacking,29.088,97.4,1
SEC_MD5_003224,Amazon Web Services,Distributed Core Database,Vector Injection,8.498,40.6,0
SEC_MD5_003225,Meta Platforms,Distributed Core Database,Exfiltration Attempt,12.921,84.05,1
SEC_MD5_003226,Alphabet Inc.,Distributed Core Database,Token Hijacking,5.364,37.97,0
SEC_MD5_003227,Meta Platforms,IAM Authentication Layer,Vector Injection,6.862,54.66,0
SEC_MD5_003228,Meta Platforms,API Gateway Endpoint,Vector Injection,19.295,73.31,1
SEC_MD5_003229,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,67.24,100.0,1
SEC_MD5_003230,Amazon Web Services,Distributed Core Database,Token Hijacking,9.082,54.85,0
SEC_MD5_003231,Apple Inc.,Distributed Core Database,Exfiltration Attempt,10.577,38.92,0
SEC_MD5_003232,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,20.347,60.26,0
SEC_MD5_003233,Meta Platforms,API Gateway Endpoint,Vector Injection,6.352,33.93,0
SEC_MD5_003234,Amazon Web Services,API Gateway Endpoint,Vector Injection,27.963,55.66,0
SEC_MD5_003235,Apple Inc.,IAM Authentication Layer,Token Hijacking,19.632,83.31,1
SEC_MD5_003236,Apple Inc.,IAM Authentication Layer,Vector Injection,30.211,81.87,1
SEC_MD5_003237,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,7.469,61.17,0
SEC_MD5_003238,Microsoft Corp.,Edge Computing Node,Token Hijacking,13.712,71.94,0
SEC_MD5_003239,Alphabet Inc.,API Gateway Endpoint,Vector Injection,7.635,42.07,0
SEC_MD5_003240,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,10.183,51.87,0
SEC_MD5_003241,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,9.368,40.21,0
SEC_MD5_003242,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,20.316,72.73,1
SEC_MD5_003243,Meta Platforms,IAM Authentication Layer,Vector Injection,14.311,70.93,0
SEC_MD5_003244,Apple Inc.,IAM Authentication Layer,Token Hijacking,4.649,43.14,0
SEC_MD5_003245,Apple Inc.,Distributed Core Database,Token Hijacking,12.621,32.59,0
SEC_MD5_003246,Apple Inc.,Distributed Core Database,Token Hijacking,6.767,47.13,0
SEC_MD5_003247,Amazon Web Services,Distributed Core Database,Vector Injection,19.069,70.58,0
SEC_MD5_003248,Amazon Web Services,Distributed Core Database,Vector Injection,4.305,39.43,0
SEC_MD5_003249,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,13.684,68.51,0
SEC_MD5_003250,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,6.569,34.33,0
SEC_MD5_003251,Apple Inc.,Distributed Core Database,Token Hijacking,15.461,57.16,0
SEC_MD5_003252,Meta Platforms,API Gateway Endpoint,Zero-Day Vulnerability,4.413,36.53,0
SEC_MD5_003253,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,8.609,47.66,0
SEC_MD5_003254,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,22.651,66.77,0
SEC_MD5_003255,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,11.438,54.42,0
SEC_MD5_003256,Amazon Web Services,IAM Authentication Layer,Token Hijacking,18.852,60.29,0
SEC_MD5_003257,Meta Platforms,IAM Authentication Layer,Zero-Day Vulnerability,29.446,76.16,1
SEC_MD5_003258,Meta Platforms,IAM Authentication Layer,Exfiltration Attempt,18.3,76.37,1
SEC_MD5_003259,Microsoft Corp.,Edge Computing Node,Vector Injection,12.631,62.25,0
SEC_MD5_003260,Microsoft Corp.,Distributed Core Database,Token Hijacking,65.203,100.0,1
SEC_MD5_003261,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,66.708,100.0,1
SEC_MD5_003262,Apple Inc.,Edge Computing Node,Token Hijacking,28.411,97.56,1
SEC_MD5_003263,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,31.763,75.12,1
SEC_MD5_003264,Apple Inc.,Distributed Core Database,Zero-Day Vulnerability,5.565,28.94,0
SEC_MD5_003265,Meta Platforms,IAM Authentication Layer,Zero-Day Vulnerability,6.285,32.13,0
SEC_MD5_003266,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,18.779,70.5,0
SEC_MD5_003267,Apple Inc.,Distributed Core Database,Zero-Day Vulnerability,17.736,59.33,0
SEC_MD5_003268,Amazon Web Services,IAM Authentication Layer,Token Hijacking,25.689,90.65,1
SEC_MD5_003269,Alphabet Inc.,API Gateway Endpoint,Vector Injection,11.73,40.21,0
SEC_MD5_003270,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,11.112,49.04,0
SEC_MD5_003271,Apple Inc.,Edge Computing Node,Vector Injection,16.374,65.57,0
SEC_MD5_003272,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,31.16,94.76,1
SEC_MD5_003273,Amazon Web Services,IAM Authentication Layer,Token Hijacking,10.025,52.48,0
SEC_MD5_003274,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,20.993,85.65,1
SEC_MD5_003275,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,9.603,47.48,0
SEC_MD5_003276,Amazon Web Services,IAM Authentication Layer,Token Hijacking,9.627,66.94,0
SEC_MD5_003277,Apple Inc.,IAM Authentication Layer,Token Hijacking,11.022,62.72,0
SEC_MD5_003278,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,3.362,33.5,0
SEC_MD5_003279,Amazon Web Services,IAM Authentication Layer,Token Hijacking,6.229,50.39,0
SEC_MD5_003280,Amazon Web Services,Edge Computing Node,Token Hijacking,12.065,56.25,0
SEC_MD5_003281,Meta Platforms,Distributed Core Database,Vector Injection,33.905,85.69,1
SEC_MD5_003282,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,17.542,54.36,0
SEC_MD5_003283,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,41.568,95.77,1
SEC_MD5_003284,Apple Inc.,API Gateway Endpoint,Exfiltration Attempt,14.53,57.36,0
SEC_MD5_003285,Apple Inc.,API Gateway Endpoint,Token Hijacking,7.117,25.28,0
SEC_MD5_003286,Meta Platforms,IAM Authentication Layer,Token Hijacking,13.222,58.21,0
SEC_MD5_003287,Meta Platforms,API Gateway Endpoint,Exfiltration Attempt,12.839,63.24,0
SEC_MD5_003288,Microsoft Corp.,Edge Computing Node,Vector Injection,15.844,75.98,1
SEC_MD5_003289,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,9.843,57.97,0
SEC_MD5_003290,Apple Inc.,Distributed Core Database,Exfiltration Attempt,6.372,44.75,0
SEC_MD5_003291,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,14.774,57.64,0
SEC_MD5_003292,Apple Inc.,API Gateway Endpoint,Token Hijacking,63.176,100.0,1
SEC_MD5_003293,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,5.572,19.29,0
SEC_MD5_003294,Apple Inc.,Distributed Core Database,Exfiltration Attempt,6.796,42.35,0
SEC_MD5_003295,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,9.278,58.84,0
SEC_MD5_003296,Apple Inc.,Edge Computing Node,Zero-Day Vulnerability,34.554,100.0,1
SEC_MD5_003297,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,16.401,73.18,1
SEC_MD5_003298,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,20.672,67.66,0
SEC_MD5_003299,Alphabet Inc.,Edge Computing Node,Vector Injection,14.288,57.29,0
SEC_MD5_003300,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,14.714,36.57,0
SEC_MD5_003301,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,22.809,78.08,1
SEC_MD5_003302,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,13.342,60.93,0
SEC_MD5_003303,Apple Inc.,API Gateway Endpoint,Token Hijacking,8.434,46.67,0
SEC_MD5_003304,Amazon Web Services,Edge Computing Node,Vector Injection,13.908,80.2,1
SEC_MD5_003305,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,21.192,50.9,0
SEC_MD5_003306,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,18.028,47.03,0
SEC_MD5_003307,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,28.753,80.88,1
SEC_MD5_003308,Meta Platforms,Edge Computing Node,Token Hijacking,11.358,50.04,0
SEC_MD5_003309,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,7.599,33.35,0
SEC_MD5_003310,Alphabet Inc.,Edge Computing Node,Vector Injection,7.779,41.01,0
SEC_MD5_003311,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,7.828,27.83,0
SEC_MD5_003312,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,12.351,58.27,0
SEC_MD5_003313,Alphabet Inc.,IAM Authentication Layer,Vector Injection,22.206,59.58,0
SEC_MD5_003314,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,24.499,69.95,0
SEC_MD5_003315,Meta Platforms,Distributed Core Database,Token Hijacking,25.778,89.23,1
SEC_MD5_003316,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,11.685,59.86,0
SEC_MD5_003317,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,8.332,43.3,0
SEC_MD5_003318,Apple Inc.,API Gateway Endpoint,Exfiltration Attempt,57.728,100.0,1
SEC_MD5_003319,Alphabet Inc.,API Gateway Endpoint,Zero-Day Vulnerability,19.833,70.12,0
SEC_MD5_003320,Microsoft Corp.,IAM Authentication Layer,Vector Injection,8.333,51.12,0
SEC_MD5_003321,Amazon Web Services,Distributed Core Database,Token Hijacking,14.436,60.55,0
SEC_MD5_003322,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,15.19,45.61,0
SEC_MD5_003323,Apple Inc.,Edge Computing Node,Exfiltration Attempt,26.253,79.71,1
SEC_MD5_003324,Amazon Web Services,Edge Computing Node,Vector Injection,34.112,77.34,1
SEC_MD5_003325,Microsoft Corp.,Distributed Core Database,Token Hijacking,7.886,38.94,0
SEC_MD5_003326,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,20.98,84.05,1
SEC_MD5_003327,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,13.191,42.53,0
SEC_MD5_003328,Meta Platforms,IAM Authentication Layer,Token Hijacking,41.59,77.21,1
SEC_MD5_003329,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,5.487,42.37,0
SEC_MD5_003330,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,14.595,71.2,0
SEC_MD5_003331,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,10.979,51.16,0
SEC_MD5_003332,Apple Inc.,API Gateway Endpoint,Token Hijacking,14.006,50.49,0
SEC_MD5_003333,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,6.131,48.54,0
SEC_MD5_003334,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,6.417,34.02,0
SEC_MD5_003335,Alphabet Inc.,Edge Computing Node,Token Hijacking,14.698,70.12,0
SEC_MD5_003336,Meta Platforms,API Gateway Endpoint,Exfiltration Attempt,6.471,45.68,0
SEC_MD5_003337,Amazon Web Services,Distributed Core Database,Vector Injection,4.635,14.32,0
SEC_MD5_003338,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,7.62,42.52,0
SEC_MD5_003339,Amazon Web Services,IAM Authentication Layer,Vector Injection,7.109,59.09,0
SEC_MD5_003340,Apple Inc.,IAM Authentication Layer,Token Hijacking,31.237,74.2,1
SEC_MD5_003341,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,7.578,49.65,0
SEC_MD5_003342,Meta Platforms,Distributed Core Database,Vector Injection,5.763,33.48,0
SEC_MD5_003343,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,9.79,68.8,0
SEC_MD5_003344,Meta Platforms,Distributed Core Database,Exfiltration Attempt,4.323,41.14,0
SEC_MD5_003345,Apple Inc.,Distributed Core Database,Token Hijacking,6.698,35.69,0
SEC_MD5_003346,Alphabet Inc.,Edge Computing Node,Vector Injection,7.844,48.22,0
SEC_MD5_003347,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,27.812,90.19,1
SEC_MD5_003348,Apple Inc.,IAM Authentication Layer,Token Hijacking,14.624,70.41,0
SEC_MD5_003349,Amazon Web Services,Edge Computing Node,Vector Injection,19.391,56.83,0
SEC_MD5_003350,Microsoft Corp.,IAM Authentication Layer,Vector Injection,26.268,100.0,1
SEC_MD5_003351,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,8.978,48.54,0
SEC_MD5_003352,Meta Platforms,IAM Authentication Layer,Exfiltration Attempt,15.962,73.21,1
SEC_MD5_003353,Meta Platforms,API Gateway Endpoint,Exfiltration Attempt,18.4,77.53,1
SEC_MD5_003354,Amazon Web Services,Edge Computing Node,Token Hijacking,5.379,62.94,0
SEC_MD5_003355,Apple Inc.,Distributed Core Database,Token Hijacking,6.043,38.75,0
SEC_MD5_003356,Apple Inc.,Distributed Core Database,Token Hijacking,15.567,58.79,0
SEC_MD5_003357,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,9.023,49.38,0
SEC_MD5_003358,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,6.521,48.44,0
SEC_MD5_003359,Apple Inc.,Edge Computing Node,Zero-Day Vulnerability,19.828,82.37,1
SEC_MD5_003360,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,19.681,66.76,0
SEC_MD5_003361,Microsoft Corp.,Distributed Core Database,Vector Injection,11.824,53.3,0
SEC_MD5_003362,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,42.011,100.0,1
SEC_MD5_003363,Microsoft Corp.,API Gateway Endpoint,Vector Injection,9.896,59.45,0
SEC_MD5_003364,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,17.78,58.89,0
SEC_MD5_003365,Microsoft Corp.,Distributed Core Database,Vector Injection,7.276,36.11,0
SEC_MD5_003366,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,15.267,52.33,0
SEC_MD5_003367,Apple Inc.,Edge Computing Node,Zero-Day Vulnerability,10.54,76.0,1
SEC_MD5_003368,Meta Platforms,IAM Authentication Layer,Exfiltration Attempt,47.412,100.0,1
SEC_MD5_003369,Meta Platforms,Distributed Core Database,Vector Injection,11.244,52.16,0
SEC_MD5_003370,Alphabet Inc.,IAM Authentication Layer,Vector Injection,4.954,44.51,0
SEC_MD5_003371,Apple Inc.,Distributed Core Database,Token Hijacking,12.873,53.11,0
SEC_MD5_003372,Apple Inc.,Edge Computing Node,Exfiltration Attempt,4.164,52.28,0
SEC_MD5_003373,Meta Platforms,Distributed Core Database,Exfiltration Attempt,2.829,35.18,0
SEC_MD5_003374,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,14.671,43.59,0
SEC_MD5_003375,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,12.973,55.48,0
SEC_MD5_003376,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,40.575,100.0,1
SEC_MD5_003377,Meta Platforms,IAM Authentication Layer,Zero-Day Vulnerability,12.55,51.57,0
SEC_MD5_003378,Alphabet Inc.,Distributed Core Database,Vector Injection,4.725,38.38,0
SEC_MD5_003379,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,28.492,69.33,0
